# Coalition,,
call_exam;Call Imperial Service Examination;;;;;;;;;;;;;x,,
call_exam_desc;The capital needs bureaucrats to run the country. Putting out an official call will draw talent from across the country.;;;;;;;;;;;;;x,,
send_exam;Recommend Candidate;;;;;;;;;;;;;x,,
send_exam_desc;Recommend Candidate;;;;;;;;;;;;;x,,
send_exam_named;Recommend [Root.GetOnlyDynastyName] [Root.GetTitledFirstName] for Imperial Service.;;;;;;;;;;;;;x,,
#Launch Rebellion,,
launch_rebellion;Launch Rebellion;;;;;;;;;;;;;x,,
launch_rebellion_desc;Our preparations have been made. The Han Dynasty is failing and we stand to gain much against their crumbling tyranny.;;;;;;;;;;;;;x,,
#Take Wife,,
take_prisoner_as_wife;Force Marriage;Prendre comme époux(se);;;;;;;;;;;;x,,
take_prisoner_as_wife_desc;As [Root.GetSheHe] is your prisoner, you may take [Root.GetTitledFirstName] as your spouse.;Puisqu'[Root.GetSheHe] est votre prisonnier(ère), vous pouvez prendre [Root.GetTitledFirstName] pour époux(se).;;;;;;;;;;;;x
#Summon,,
summon_empire;Summon Empire;;;;;;;;;;;;;x,,
summon_empire_desc;We are under attack! We must summon the full might of the Kushan Empire to destroy our enemies!;;;;;;;;;;;;;x,,
#Penglai,,
seek_refuge;Seek Refuge;;;;;;;;;;;;;x,,
seek_refuge_desc;Seek isolation and refuge away from the chaos and war that disrupts the world today.;;;;;;;;;;;;;x,,
hire_scholar;Hire Local Worthy;;;;;;;;;;;;;x,,
hire_scholar_desc;There is always a potential that officers may be hidden away in your region. Perhaps venturing out to find a potential hidden genius is worth your time.;;;;;;;;;;;;;x,,
#Ennoble,,
make_mark;Grant Marquisate;;;;;;;;;;;;;x,,
make_mark_desc;Grant this character of good repute the noble rank of Marquis.;;;;;;;;;;;;;x,,
make_duke;Grant Dukedom;;;;;;;;;;;;;x,,
make_duke_desc;Grant this character of good repute the noble rank of Duke.;;;;;;;;;;;;;x,,
make_king;Grant Kingdom;;;;;;;;;;;;;x,,
make_king_desc;Grant this character of good repute the noble rank of King.;;;;;;;;;;;;;x,,
make_emp;Grant Emperorship;;;;;;;;;;;;;x,,
make_emp_desc;Abdicate your seat in favor of this powerful servant.;;;;;;;;;;;;;x,,
#Form Clan Army,,
form_clan_army;Form Clan Army;;;;;;;;;;;;;x,,
form_clan_army_desc;Although unorthodox, you may feel that administrative life simply does not suit your tastes. Instead, you can return your titles and insignias to your liege and form your own independent clan army for whatever purpose.;;;;;;;;;;;;;x
#Conversion,,
demand_mass_conversion;Demand Mass Conversion;;;;;;;;;;;;;x,,
demand_mass_conversion_desc;Your courtiers will hear your demand for mass conversion. This may cause them to become hostile towards you.;;;;;;;;;;;;;x,,
#Petition,,
hear_petition;Hold Court;;;;;;;;;;;;;x,,
hear_petition_desc;You have petitions from the people waiting for you. Hold court to settle them.;;;;;;;;;;;;;x,,
#Take Clan Head,,
take_clan_head;Become Clan Patriarch;;;;;;;;;;;;;x,,
take_clan_head_desc;You have enough standing to take leadership over your clan. Doing so will earn you prestige and authority within your dynasty.;;;;;;;;;;;;;x,,
#Build Hospitals
build_hospitals_1;Build Hospitals;;;;;;;;;;;;;x,,
build_hospitals_1_desc;Pay a lump sum to construct Hospitals across your realm's provinces.;;;;;;;;;;;;;;x,,
