PROV83;Mao;Mao;Mao;;;;;;;;;x
PROV84;Shuzhou;Shuzhou;Shuzhou;;;;;;;;;x
PROV85;Yi;Yi;Yi;;;;;;;;;x
PROV86;Julu;Julu;Julu;;;;;;;;;x
PROV87;Guangping;Guangping;Guangping;;;;;;;;;x
PROV88;Guangzong;Guangzong;Guangzong;;;;;;;;;x
PROV89;Nanhe;Nanhe;Nanhe;;;;;;;;;x
PROV90;Qiao;Qiao;Qiao;;;;;;;;;x
PROV91;Xiaquyang;Xiaquyang;Xiaquyang;;;;;;;;;x
PROV92;Yingtao;Yingtao;Yingtao;;;;;;;;;x
PROV93;Wei;Wei;Wei;;;;;;;;;x
PROV94;Chiqiu;Chiqiu;Chiqiu;;;;;;;;;x
PROV95;Qingyuan;Qingyuan;Qingyuan;;;;;;;;;x
PROV96;Sha;Sha;Sha;;;;;;;;;x
PROV97;Ye;Ye;Ye;;;;;;;;;x
PROV98;Yuancheng;Yuancheng;Yuancheng;;;;;;;;;x
PROV99;Handan;Handan;Handan;;;;;;;;;x
PROV100;Yiyang;Yiyang;Yiyang;;;;;;;;;x
PROV101;Zhongqiu;Zhongqiu;Zhongqiu;;;;;;;;;x
PROV102;Zhongshan;Zhongshan;Zhongshan;;;;;;;;;x
PROV103;Anxi;Anxi;Anxi;;;;;;;;;x
PROV104;Beiping;Beiping;Beiping;;;;;;;;;x
PROV105;Shangquyang;Shangquyang;Shangquyang;;;;;;;;;x
PROV106;Xinshi;Xinshi;Xinshi;;;;;;;;;x
PROV107;Cangwu;Cangwu;Cangwu;;;;;;;;;x
PROV108;Longbian;Longbian;Longbian;;;;;;;;;x
PROV109;Leilou;Leilou;Leilou;;;;;;;;;x
PROV110;Miling;Miling;Miling;;;;;;;;;x
PROV111;Quyang;Quyang;Quyang;;;;;;;;;x
PROV112;Zhugou;Zhugou;Zhugou;;;;;;;;;x
PROV113;Hepu;Hepu;Hepu;;;;;;;;;x
PROV114;Anguan;Anguan;Anguan;;;;;;;;;x
PROV115;Xupu;Xupu;Xupu;;;;;;;;;x
PROV116;Panyu;Panyu;Panyu;;;;;;;;;x
PROV117;Zhuwu;Zhuwu;Zhuwu;;;;;;;;;x
PROV118;Bushan;Bushan;Bushan;;;;;;;;;x
PROV119;Wan;Wan;Wan;;;;;;;;;x
PROV120;Xinye;Xinye;Xinye;;;;;;;;;x
PROV121;Shunyang;Shunyang;Shunyang;;;;;;;;;x
PROV122;Luyang;Luyang;Luyang;;;;;;;;;x
PROV123;Sui;Sui;Sui;;;;;;;;;x
PROV124;Fuyang;Fuyang;Fuyang;;;;;;;;;x
PROV125;Changsha;Changsha;Changsha;;;;;;;;;x
PROV126;Anfu;Anfu;Anfu;;;;;;;;;x
PROV127;Hanshou;Hanshou;Hanshou;;;;;;;;;x
PROV128;Baqiu;Baqiu;Baqiu;;;;;;;;;x
PROV129;Xiangtan;Xiangtan;Xiangtan;;;;;;;;;x
PROV130;Youxian;Youxian;Youxian;;;;;;;;;x
PROV131;Guiyang;Guiyang;Guiyang;;;;;;;;;x
PROV132;Leiyang;Leiyang;Leiyang;;;;;;;;;x
PROV133;Jingling;Jingling;Jingling;;;;;;;;;x
PROV134;Nanxinshi;Nanxinshi;Nanxinshi;;;;;;;;;x
PROV135;Shaxian;Shaxian;Shaxian;;;;;;;;;x
PROV136;Chibi;Chibi;Chibi;;;;;;;;;x
PROV137;Xiakou;Xiakou;Xiakou;;;;;;;;;x
PROV138;Lingling;Lingling;Lingling;;;;;;;;;x
PROV139;Guiling;Guiling;Guiling;;;;;;;;;x
PROV140;Hengyang;Hengyang;Hengyang;;;;;;;;;x
PROV141;Yingdao;Yingdao;Yingdao;;;;;;;;;x
PROV142;Zhaoling;Zhaoling;Zhaoling;;;;;;;;;x
PROV143;Zhenyang;Zhenyang;Zhenyang;;;;;;;;;x
PROV144;Jiangling;Jiangling;Jiangling;;;;;;;;;x
PROV145;Fanjing;Fanjing;Fanjing;;;;;;;;;x
PROV146;Ruo;Ruo;Ruo;;;;;;;;;x
PROV147;Xiangyang;Xiangyang;Xiangyang;;;;;;;;;x
PROV148;Wuling;Wuling;Wuling;;;;;;;;;x
PROV149;Gongan;Gongan;Gongan;;;;;;;;;x
PROV150;Wuxi;Wuxi;Wuxi;;;;;;;;;x
PROV151;Tianshui;Tianshui;Tianshui;;;;;;;;;x
PROV152;Shangfanggu;Shangfanggu;Shangfanggu;;;;;;;;;x
PROV153;Yicheng;Yicheng;Yicheng;;;;;;;;;x
PROV154;Anding;Anding;Anding;;;;;;;;;x
PROV155;Beidi;Beidi;Beidi;;;;;;;;;x
PROV156;Chidi;Chidi;Chidi;;;;;;;;;x
PROV157;Baidi;Baidi;Baidi;;;;;;;;;x
PROV158;Dunhuang;Dunhuang;Dunhuang;;;;;;;;;x
PROV159;Jincheng;Jincheng;Jincheng;;;;;;;;;x
PROV160;Linqiang;Linqiang;Linqiang;;;;;;;;;x
PROV161;Xiping;Xiping;Xiping;;;;;;;;;x
PROV162;Jiuquan;Jiuquan;Jiuquan;;;;;;;;;x
PROV163;Lintao;Lintao;Lintao;;;;;;;;;x
PROV164;Beiyuan;Beiyuan;Beiyuan;;;;;;;;;x
PROV165;Wudu;Wudu;Wudu;;;;;;;;;x
PROV166;Xiabian;Xiabian;Xiabian;;;;;;;;;x
PROV167;Wuwei;Wuwei;Wuwei;;;;;;;;;x
PROV168;Longyou;Longyou;Longyou;;;;;;;;;x
PROV169;Lianju;Lianju;Lianju;;;;;;;;;x
PROV170;Juyan;Juyan;Juyan;;;;;;;;;x
PROV171;Xihai;Xihai;Xihai;;;;;;;;;x
PROV172;Zhangye;Zhangye;Zhangye;;;;;;;;;x
PROV173;Xijun;Xijun;Xijun;;;;;;;;;x
PROV174;Beihai;Beihai;Beihai;;;;;;;;;x
PROV175;Chunyu;Chunyu;Chunyu;;;;;;;;;x
PROV176;Duchang;Duchang;Duchang;;;;;;;;;x
PROV177;Pingchang;Pingchang;Pingchang;;;;;;;;;x
PROV178;Pingshou;Pingshou;Pingshou;;;;;;;;;x
PROV179;Xiami;Xiami;Xiami;;;;;;;;;x
PROV180;Donglai;Donglai;Donglai;;;;;;;;;x
PROV181;Jinan;Jinan;Jinan;;;;;;;;;x
PROV182;Dongpingling;Dongpingling;Dongpingling;;;;;;;;;x
PROV183;Licheng;Licheng;Licheng;;;;;;;;;x
PROV184;Lean;Lean;Lean;;;;;;;;;x
PROV185;Bocheng;Bocheng;Bocheng;;;;;;;;;x
PROV186;Pingyuan;Pingyuan;Pingyuan;;;;;;;;;x
PROV187;Zhoua;Zhoua;Zhoua;;;;;;;;;x
PROV188;Qi;Qi;Qi;;;;;;;;;x
PROV189;Pengcheng;Pengcheng;Pengcheng;;;;;;;;;x
PROV190;Guangqi;Guangqi;Guangqi;;;;;;;;;x
PROV191;Peifeng;Peifeng;Peifeng;;;;;;;;;x
PROV192;Donghai;Donghai;Donghai;;;;;;;;;x
PROV193;Jiqiu;Jiqiu;Jiqiu;;;;;;;;;x
PROV194;Lanling;Lanling;Lanling;;;;;;;;;x
PROV195;Qu;Qu;Qu;;;;;;;;;x
PROV196;Yinping;Yinping;Yinping;;;;;;;;;x
PROV197;Jiangdu;Jiangdu;Jiangdu;;;;;;;;;x
PROV198;Langye;Langye;Langye;;;;;;;;;x
PROV199;Ju;Ju;Ju;;;;;;;;;x
PROV200;Yangdu;Yangdu;Yangdu;;;;;;;;;x
PROV201;Zeng;Zeng;Zeng;;;;;;;;;x
PROV202;Xiapi;Xiapi;Xiapi;;;;;;;;;x
PROV203;Xiaqiu;Xiaqiu;Xiaqiu;;;;;;;;;x
PROV204;Chenliu;Chenliu;Chenliu;;;;;;;;;x
PROV205;Changyuan;Changyuan;Changyuan;;;;;;;;;x
PROV206;Jiyu;Jiyu;Jiyu;;;;;;;;;x
PROV207;Pingqiu;Pingqiu;Pingqiu;;;;;;;;;x
PROV208;Xiangyi;Xiangyi;Xiangyi;;;;;;;;;x
PROV209;Yongqiu;Yongqiu;Yongqiu;;;;;;;;;x
PROV210;Dongwuyang;Dongwuyang;Dongwuyang;;;;;;;;;x
PROV211;Dunqiu;Dunqiu;Dunqiu;;;;;;;;;x
PROV212;Fanyan;Fanyan;Fanyan;;;;;;;;;x
PROV213;Puyang;Puyang;Puyang;;;;;;;;;x
PROV214;Weigong;Weigong;Weigong;;;;;;;;;x
PROV215;Yan;Yan;Yan;;;;;;;;;x
PROV216;Zhang;Zhang;Zhang;;;;;;;;;x
PROV217;Shouzhang;Shouzhang;Shouzhang;;;;;;;;;x
PROV218;Jibei;Jibei;Jibei;;;;;;;;;x
PROV219;Lu;Lu;Lu;;;;;;;;;x
PROV220;Sheqiu;Sheqiu;Sheqiu;;;;;;;;;x
PROV221;Chengwu;Chengwu;Chengwu;;;;;;;;;x
PROV222;Dingtao;Dingtao;Dingtao;;;;;;;;;x
PROV223;Juancheng;Juancheng;Juancheng;;;;;;;;;x
PROV224;Linqiu;Linqiu;Linqiu;;;;;;;;;x
PROV225;Rencheng;Rencheng;Rencheng;;;;;;;;;x
PROV226;Changyi;Changyi;Changyi;;;;;;;;;x
PROV227;Fangyu;Fangyu;Fangyu;;;;;;;;;x
PROV228;Gaoping;Gaoping;Gaoping;;;;;;;;;x
PROV229;Nanpingyang;Nanpingyang;Nanpingyang;;;;;;;;;x
PROV230;Bo;Bo;Bo;;;;;;;;;x
PROV231;Fei;Fei;Fei;;;;;;;;;x
PROV232;Liangfu;Liangfu;Liangfu;;;;;;;;;x
PROV233;Nanwuyang;Nanwuyang;Nanwuyang;;;;;;;;;x
PROV234;Jianye;Jianye;Jianye;;;;;;;;;x
PROV235;Danyang;Danyang;Danyang;;;;;;;;;x
PROV236;Jingxian;Jingxian;Jingxian;;;;;;;;;x
PROV237;Shicheng;Shicheng;Shicheng;;;;;;;;;x
PROV238;Wu;Wu;Wu;;;;;;;;;x
PROV239;Fuchun;Fuchun;Fuchun;;;;;;;;;x
PROV240;Jiaxing;Jiaxing;Jiaxing;;;;;;;;;x
PROV241;Qiantang;Qiantang;Qiantang;;;;;;;;;x
PROV242;Wucheng;Wucheng;Wucheng;;;;;;;;;x
PROV243;Shouchun;Shouchun;Shouchun;;;;;;;;;x
PROV244;Xiacai;Xiacai;Xiacai;;;;;;;;;x
PROV245;Yutai;Yutai;Yutai;;;;;;;;;x
PROV246;Kuaiji;Kuaiji;Kuaiji;;;;;;;;;x
PROV247;Wenzhou;Wenzhou;Wenzhou;;;;;;;;;x
PROV248;Lujiang;Lujiang;Lujiang;;;;;;;;;x
PROV249;Hefei;Hefei;Hefei;;;;;;;;;x
PROV250;Juchao;Juchao;Juchao;;;;;;;;;x
PROV251;Shulu;Shulu;Shulu;;;;;;;;;x
PROV252;Nanchang;Nanchang;Nanchang;;;;;;;;;x
PROV253;Poyang;Poyang;Poyang;;;;;;;;;x
PROV254;Luling;Luling;Luling;;;;;;;;;x
PROV255;Linchuang;Linchuang;Linchuang;;;;;;;;;x
PROV256;Nankang;Nankang;Nankang;;;;;;;;;x
PROV257;Chengdu;Chengdu;Chengdu;;;;;;;;;x
PROV258;Deyang;Deyang;Deyang;;;;;;;;;x
PROV259;Fanshu;Fanshu;Fanshu;;;;;;;;;x
PROV260;Jiangyuan;Jiangyuan;Jiangyuan;;;;;;;;;x
PROV261;Linqiong;Linqiong;Linqiong;;;;;;;;;x
PROV262;Pi;Pi;Pi;;;;;;;;;x
PROV263;Qingcheng;Qingcheng;Qingcheng;;;;;;;;;x
PROV264;Jiangzhou;Jiangzhou;Jiangzhou;;;;;;;;;x
PROV265;Langzhong;Langzhong;Langzhong;;;;;;;;;x
PROV266;Yongan;Yongan;Yongan;;;;;;;;;x
PROV267;Dianjiang;Dianjiang;Dianjiang;;;;;;;;;x
PROV268;Linjiang;Linjiang;Linjiang;;;;;;;;;x
PROV269;Zhi;Zhi;Zhi;;;;;;;;;x
PROV270;Guanghan;Guanghan;Guanghan;;;;;;;;;x
PROV271;Mianzhu;Mianzhu;Mianzhu;;;;;;;;;x
PROV272;Xindu;Xindu;Xindu;;;;;;;;;x
PROV273;Yangquan;Yangquan;Yangquan;;;;;;;;;x
PROV274;Zitong;Zitong;Zitong;;;;;;;;;x
PROV275;Baishui;Baishui;Baishui;;;;;;;;;x
PROV276;Hanzhong;Hanzhong;Hanzhong;;;;;;;;;x
PROV277;Shangyong;;;;;;;;;;;x
PROV278;Wuyang;Wuyang;Wuyang;;;;;;;;;x
PROV279;Bodao;Bodao;Bodao;;;;;;;;;x
PROV280;Nanan;Nanan;Nanan;;;;;;;;;x
PROV281;Shuyong;Shuyong;Shuyong;;;;;;;;;x
PROV282;Dianchi;Dianchi;Dianchi;;;;;;;;;x
PROV283;Cun;Cun;Cun;;;;;;;;;x
PROV284;Jianning;Jianning;Jianning;;;;;;;;;x
PROV285;Yuyuan;Yuyuan;Yuyuan;;;;;;;;;x
PROV286;Buwei;Buwei;Buwei;;;;;;;;;x
PROV287;Ailao;Ailao;Ailao;;;;;;;;;x
PROV288;Bisu;Bisu;Bisu;;;;;;;;;x
PROV289;Bonan;Bonan;Bonan;;;;;;;;;x
PROV290;Nanfu;Nanfu;Nanfu;;;;;;;;;x
PROV291;Suitang;Suitang;Suitang;;;;;;;;;x
PROV292;Yongshou;Yongshou;Yongshou;;;;;;;;;x
PROV293;Anshang;Anshang;Anshang;;;;;;;;;x
PROV294;Beishui;Beishui;Beishui;;;;;;;;;x
PROV295;Huiwu;Huiwu;Huiwu;;;;;;;;;x
PROV296;Qiongdu;Qiongdu;Qiongdu;;;;;;;;;x
PROV297;Tanzhi;Tanzhi;Tanzhi;;;;;;;;;x
PROV298;Qielan;Qielan;Qielan;;;;;;;;;x
PROV299;Wulian;Wulian;Wulian;;;;;;;;;x
PROV300;Yelang;Yelang;Yelang;;;;;;;;;x
PROV301;Zhuti;Zhuti;Zhuti;;;;;;;;;x
PROV302;Nanchangzhu;Nanchangzhu;Nanchangzhu;;;;;;;;;x
PROV303;Guangyang;Guangyang;Guangyang;;;;;;;;;x
PROV304;Changping;Changping;Changping;;;;;;;;;x
PROV305;Ji;Ji;Ji;;;;;;;;;x
PROV306;Jundu;Jundu;Jundu;;;;;;;;;x
PROV307;Zhuo;Zhuo;Zhuo;;;;;;;;;x
PROV308;Beixincheng;Beixincheng;Beixincheng;;;;;;;;;x
PROV309;Fanyang;Fanyang;Fanyang;;;;;;;;;x
PROV310;Guan;Guan;Guan;;;;;;;;;x
PROV311;Qiu;Qiu;Qiu;;;;;;;;;x
PROV312;Wanchengzhuo;Wanchengzhuo;Wanchengzhuo;;;;;;;;;x
PROV313;Dai;Dai;Dai;;;;;;;;;x
PROV314;Beipingyi;Beipingyi;Beipingyi;;;;;;;;;x
PROV315;Pingshu;Pingshu;Pingshu;;;;;;;;;x
PROV316;Sanggan;Sanggan;Sanggan;;;;;;;;;x
PROV317;Daifang;Daifang;Daifang;;;;;;;;;x
PROV318;Lelang;Lelang;Lelang;;;;;;;;;x
PROV319;Xiangping;Xiangping;Xiangping;;;;;;;;;x
PROV320;Liaosui;Liaosui;Liaosui;;;;;;;;;x
PROV321;Liaoyong;Liaoyong;Liaoyong;;;;;;;;;x
PROV322;Lingzhi;Lingzhi;Lingzhi;;;;;;;;;x
PROV323;Yangle;Yangle;Yangle;;;;;;;;;x
PROV324;Haiyang;Haiyang;Haiyang;;;;;;;;;x
PROV325;Linyu;Linyu;Linyu;;;;;;;;;x
PROV326;Shanggu;Shanggu;Shanggu;;;;;;;;;x
PROV327;Xuantu;Xuantu;Xuantu;;;;;;;;;x
PROV328;Youbeiping;Youbeiping;Youbeiping;;;;;;;;;x
PROV329;Tuyin;Tuyin;Tuyin;;;;;;;;;x
PROV330;Fanyangji;Fanyangji;Fanyangji;;;;;;;;;x
PROV331;Wuzhong;Wuzhong;Wuzhong;;;;;;;;;x
PROV332;Yuyuang;Yuyuang;Yuyuang;;;;;;;;;x
PROV333;Pingyu;Pingyu;Pingyu;;;;;;;;;x
PROV334;Anyang;Anyang;Anyang;;;;;;;;;x
PROV335;Yangan;Yangan;Yangan;;;;;;;;;x
PROV336;Shansang;Shansang;Shansang;;;;;;;;;x
PROV337;Xincai;Xincai;Xincai;;;;;;;;;x
PROV338;Xipingru;Xipingru;Xipingru;;;;;;;;;x
PROV339;Chengfu;Chengfu;Chengfu;;;;;;;;;x
PROV340;Chenguo;Chenguo;Chenguo;;;;;;;;;x
PROV341;Ku;Ku;Ku;;;;;;;;;x
PROV342;Xinpingchen;Xinpingchen;Xinpingchen;;;;;;;;;x
PROV343;Liangguo;Liangguo;Liangguo;;;;;;;;;x
PROV344;Ningling;Ningling;Ningling;;;;;;;;;x
PROV345;Gexiang;Gexiang;Gexiang;;;;;;;;;x
PROV346;Suiyang;Suiyang;Suiyang;;;;;;;;;x
PROV347;Yu;Yu;Yu;;;;;;;;;x
PROV348;Luguo;Luguo;Luguo;;;;;;;;;x
PROV349;Bian;Bian;Bian;;;;;;;;;x
PROV350;Feng;Feng;Feng;;;;;;;;;x
PROV351;Peiguo;Peiguo;Peiguo;;;;;;;;;x
PROV352;Qipei;Qipei;Qipei;;;;;;;;;x
PROV353;Xiao;Xiao;Xiao;;;;;;;;;x
PROV354;Xuchang;Xuchang;Xuchang;;;;;;;;;x
PROV355;Dingling;Dingling;Dingling;;;;;;;;;x
PROV356;Changshe;Changshe;Changshe;;;;;;;;;x
PROV357;Lunshi;Lunshi;Lunshi;;;;;;;;;x
PROV358;Yangcheng;Yangcheng;Yangcheng;;;;;;;;;x
PROV359;Yangdi;Yangdi;Yangdi;;;;;;;;;x
PROV360;Yingyang;Yingyang;Yingyang;;;;;;;;;x
PROV361;Qinghaixi;Qinghaixi;Qinghaixi;;;;;;;;;x
PROV362;Qinghaidong;Qinghaidong;Qinghaidong;;;;;;;;;x
PROV363;Turpan;Turpan;Turpan;;;;;;;;;x
PROV364;Murong;Murong;Murong;;;;;;;;;x
PROV365;Kezui;Kezui;Kezui;;;;;;;;;x
PROV366;Queju;Queju;Queju;;;;;;;;;x
PROV367;Luoluo;Luoluo;Luoluo;;;;;;;;;x
PROV368;Tuiyan;Tuiyan;Tuiyan;;;;;;;;;x
PROV369;Yanliyou;Yanliyou;Yanliyou;;;;;;;;;x
PROV370;Mijia;Mijia;Mijia;;;;;;;;;x
PROV371;Queji;Queji;Queji;;;;;;;;;x
PROV372;Suli;Suli;Suli;;;;;;;;;x
PROV373;Xiongnudong;Xiongnudong;Xiongnudong;;;;;;;;;x
PROV374;Xiongnuxi;Xiongnuxi;Xiongnuxi;;;;;;;;;x
PROV375;Wuhuandong;Wuhuandong;Wuhuandong;;;;;;;;;x
PROV376;Wuhuanxi;Wuhuanxi;Wuhuanxi;;;;;;;;;x
PROV377;Goguryeo;Goguryeo;Goguryeo;;;;;;;;;x
PROV378;Dongye;Dongye;Dongye;;;;;;;;;x
PROV379;Baekje;Baekje;Baekje;;;;;;;;;x
PROV380;Mahan;Mahan;Mahan;;;;;;;;;x
PROV381;Buyeo;Buyeo;Buyeo;;;;;;;;;x
PROV382;Dongbuyeo;Dongbuyeo;Dongbuyeo;;;;;;;;;x
PROV383;Byeonhan;Byeonhan;Byeonhan;;;;;;;;;x
PROV384;Okjeo;Okjeo;Okjeo;;;;;;;;;x
PROV385;Bukokjeo;Bukokjeo;Bukokjeo;;;;;;;;;x
PROV386;Jinhan;Jinhan;Jinhan;;;;;;;;;x
PROV387;Namye;Namye;Namye;;;;;;;;;x
PROV388;Tsushima;Tsushima;Tsushima;;;;;;;;;x
PROV389;Zhuya;Zhuya;Zhuya;;;;;;;;;x
PROV390;Yellow River;Yellow River;Yellow River;;;;;;;;;x
PROV391;Yellow River;Yellow River;Yellow River;;;;;;;;;x
PROV392;Yellow River;Yellow River;Yellow River;;;;;;;;;x
PROV393;Yellow River;Yellow River;Yellow River;;;;;;;;;x
PROV394;Yellow River;Yellow River;Yellow River;;;;;;;;;x
PROV395;Yellow River;Yellow River;Yellow River;;;;;;;;;x
PROV396;Yellow River;Yellow River;Yellow River;;;;;;;;;x
PROV397;Yellow River;Yellow River;Yellow River;;;;;;;;;x
PROV398;Yangtze River;Yangtze River;Yangtze River;;;;;;;;;x
PROV399;Yangtze River;Yangtze River;Yangtze River;;;;;;;;;x
PROV400;Yangtze River;Yangtze River;Yangtze River;;;;;;;;;x
PROV401;Yangtze River;Yangtze River;Yangtze River;;;;;;;;;x
PROV402;Dongting Lake;Dongting Lake;Dongting Lake;;;;;;;;;x
PROV403;Qinghai Lake;Qinghai Lake;Qinghai Lake;;;;;;;;;x
PROV404;Nansi Lake;Nansi Lake;Nansi Lake;;;;;;;;;x
PROV405;Luoma Lake;Luoma Lake;Luoma Lake;;;;;;;;;x
PROV406;Hongze Lake;Hongze Lake;Hongze Lake;;;;;;;;;x
PROV407;Chao Lake;Chao Lake;Chao Lake;;;;;;;;;x
PROV408;Shijiu Lake;Shijiu Lake;Shijiu Lake;;;;;;;;;x
PROV409;Nan Lake;Nan Lake;Nan Lake;;;;;;;;;x
PROV410;Changdang Lake;Changdang Lake;Changdang Lake;;;;;;;;;x
PROV411;Ge Lake;Ge Lake;Ge Lake;;;;;;;;;x
PROV412;Tai Lake;Tai Lake;Tai Lake;;;;;;;;;x
PROV413;Yangcheng Lake;Yangcheng Lake;Yangcheng Lake;;;;;;;;;x
PROV414;Dongping Lake;Dongping Lake;Dongping Lake;;;;;;;;;x
PROV415;Har Lake;Har Lake;Har Lake;;;;;;;;;x
PROV416;Hong Lake;Hong Lake;Hong Lake;;;;;;;;;x
PROV417;Dong Lake;Dong Lake;Dong Lake;;;;;;;;;x
PROV418;Zhangdu Lake;Zhangdu Lake;Zhangdu Lake;;;;;;;;;x
PROV419;Wu Lake;Wu Lake;Wu Lake;;;;;;;;;x
PROV420;Ulansu Lake;Ulansu Lake;Ulansu Lake;;;;;;;;;x
PROV421;Dalinur Lake;Dalinur Lake;Dalinur Lake;;;;;;;;;x
PROV422;Shenjin Lake;Shenjin Lake;Shenjin Lake;;;;;;;;;x
PROV423;Songhua Lake;Songhua Lake;Songhua Lake;;;;;;;;;x
PROV424;Qingcao Lake;Qingcao Lake;Qingcao Lake;;;;;;;;;x
PROV425;Xiliang Lake;Xiliang Lake;Xiliang Lake;;;;;;;;;x
PROV426;Liangzi Lake;Liangzi Lake;Liangzi Lake;;;;;;;;;x
PROV427;Lu Lake;Lu Lake;Lu Lake;;;;;;;;;x
