#Duel
dyn_dishonorable;Dynastic Stain;Souillure dynastique;Dynastischer Fleck;Dynastic Stain;Dynastic Stain;;;;;;;;;x
dyn_dishonorable_desc;This character's dynasty has been branded by the Emperor as traitors and criminals.;;;;;;;;;x
destined;Destined;;;;;;;;;;;;;;x
destined_desc;This character is destined for greatness.;;;;;;;;;;;;;;x
familyperson;Family Person;Attaché(e) à la famille;;;;;;;;;;;;x
familyperson_desc;This character will do more than most for their kinsmen.;Ce personnage fera tout ce qu'il peut pour sa parenté.;;;;;;;;;;;;x
#Fate
fate_admin;Famed Administrator;;;;;;;;;;;;;;x
fate_admin_desc;This character is famous for their administrative abilities.;;;;;;;;;;;;;;x
fate_duel;Famed Duelist;;;;;;;;;;;;;;x
fate_duel_desc;This character is famous for their single combat abilities.;;;;;;;;;;;;;;x
fate_lead;Famed Warlord;;;;;;;;;;;;;;x
fate_lead_desc;This character is famous for their military leadership and tactics.;;;;;;;;;;;;;;x
fate_strat;Famed Strategist;;;;;;;;;;;;;;x
fate_strat_desc;This character is famous for their military strategy and governance.;;;;;;;;;;;;;;x
fate_war;Famed General;;;;;;;;;;;;;;x
fate_war_desc;This character is famous for their military tactics and ambition.;;;;;;;;;;;;;;x
fate_loved;Famed Hero;;;;;;;;;;;;;;x
fate_loved_desc;This character is famous for being a representative of the people.;;;;;;;;;;;;;;x
fate_sex;Famed Rake;;;;;;;;;;;;;;x
fate_sex_desc;This character is famous for chasing tail and sexual conquests. This person is sure to have many admirers...;;;;;;;;;;;;;;x
fate_plot;Famed Plotter;;;;;;;;;;;;;;x
fate_plot_desc;This character is famous their espionage and plotting capabilities.;;;;;;;;;;;;;;x
fate_teach;Famed Scholar;;;;;;;;;;;;;;x
fate_teach_desc;This character is famous their learning and philosophical abilities.;;;;;;;;;;;;;;x
stillborn;Stillborn;Mort-né;;;;;;;;;;;;x;,,,,
stillborn_desc;This child was dead at birth.;Cet enfant est mort à la naissance.;;;;;;;;;;;;x;,,,,
stillborn_death;stillborn;mort-né.;;;;;;;;;;;;x;,,,,
crippled;Crippled;Estropié;;;;;;;;;;;;x
crippled_desc;This character has suffered a serious injury in the past, leaving them partially disabled. Movement requires considerable willpower.;;;;;;;;;;;;;x
blinded_age;Blind from Age;Aveugle;;;;;;;;;;;;x
blinded_age_desc;This character is old and their eyes no longer have the ability to see;Ce personnage est âgé et a perdu la vue;;;;;;;;;;;;x
disfigured;Disfigured;Défiguré;;;;;;;;;;;;x
disfigured_desc;Either through illness, accident or battle, this character has suffered an injury which has healed, leaving an ugly disfigurement.;;;;;;;;;;;;;x,
disfigured_death;from a grievous disfigurement;d'une grave défiguration;;;;;;;;;;;;x
eunuch;Eunuch;Eunuque;Eunuch;;Eunuco;;;;;;;;;x
eunuch_desc;This character has been castrated and is a eunuch.;Ce personnage a été castré et est un eunuque.;Dieser Charakter wurde kastriert und ist ein Eunuch.;;Este personaje ha sido castrado y es un eunuco.;;;;;;;;;x
blinded;Blinded;Aveuglé;Geblendet;;Cegado;;;;;;;;;x
blinded_desc;This character has been permanently blinded and cannot see.;Ce personnage est devenu aveugle et ne peut pas voir.;Dieser Charakter wurde seines Augenlichts beraubt und kann nicht sehen.;;Este personaje ha sido permanentemente cegado y no puede ver.;;;;;;;;;x
born_in_the_purple;Born in the Yellow;;;;;;;;;;;;;x
born_in_the_purple_desc;This character is born of the Emperor. They stand higher in the eyes of the court.;;;;;;;;;;;;;x
crusader;Upright;;;;;;;;;;;;;x
crusader_desc;This character is held in high esteem as a veteran of an Imperial campaign.;;;;;;;;;;;;;x
eagle_warrior;Eagle Knight;Guerrier aigle;Adlerritter;;Caballero del águila;;;;;;;;;x
eagle_warrior_desc;The life of Eagle warriors is one of constant battle	 and the Eagle Knights are the bravest and most fearsome. Their primary purpose is to capture prisoners to be sacrificed to their Gods.;;;;;;;;;;;;;x
mujahid;Heavenly Knight;;;;;;;;;;;;;x
mujahid_desc;This character is a veteran of a Divine War.;;;;;;;;;;;;;x
sun_warrior;Warrior of the Sun;Guerrier du Soleil;Krieger der Sonne;;Guerrero del sol;;;;;;;;;x
sun_warrior_desc;The Warriors of the Sun strike with all the fiery power of the Sun God Himself.;;;;;;;;;;;;;x
tengri_warrior;Skylord;Seigneur du Ciel;Himmelsfürst;;Señor del cielo;;;;;;;;;x
tengri_warrior_desc;The epitome of a Steppe Warrior	 this character has fought for the glory of Tengrism.;La quintessence pour tout guerrier des steppes	 ce personnage a combattu pour la gloire du tengrisme.;Der Inbegriff des Steppenkriegers. Dieser Charakter hat für den Ruhm des Tengrismus gekämpft.;;Este personaje	 paradigma de un Guerrero de la estepa	 ha luchado por la gloria del tengrismo.;;;;;;;;;x																																																										
tyrant;Tyrant;;;;;;;;;;;;;x
tyrant_desc;This character is viewed as a tyrant. Ambitious and dangerous.;;;;;;;;;;;;;x
locked;Immortal Wizard;;;;;;;;;;;;;x
locked_desc;This character is immortal. You cannot interact with him.;;;;;;;;;;;;;x
refuge;Refugee;;;;;;;;;;;;;x
refuge_desc;This character is currently hiding away from the land's chaos.;;;;;;;;;;;;;x
detached_priest;Distinguished Talent;;;;;;;;;;;;;x
detached_priest_desc;This character has achieved the basic requirement to perform civil tasks, but he's probably not the best scholar.;;;;;;;;;;;;;x
martial_cleric;Recommended Scholar;;;;;;;;;;;;;x
martial_cleric_desc;This character has been recommened at the county level and is suitable for local office.;;;;;;;;;;;;;x
scholarly_theologian;Advanced Scholar;;;;;;;;;;;;;x
scholarly_theologian_desc;This character has achieved a high grading within the civil service.;;;;;;;;;;;;;x
mastermind_theologian;Distinguished Scholar;;;;;;;;;;;;;x
mastermind_theologian_desc;This character managed to achieve the highest scores possible. They shall serve the Empire well.;;;;;;;;;;;;;x
gentleman_0;Filial and Incorrupt;;;;;;;;;;;;;x
gentleman_0_desc;This individual has been selected as filial and incorrupt within his district and is able to take the Imperial examinations.;;;;;;;;;;;;;x
gentleman_1;Gentleman Cadet;;;;;;;;;;;;;x
gentleman_1_desc;This individual has passed the basic court exams and now serves as a cadet to the court.;;;;;;;;;;;;;x
gentleman_2;Gentleman;;;;;;;;;;;;;x
gentleman_2_desc;This individual is a full gentleman capable of carrying out independent tasks and holding office.;;;;;;;;;;;;;x
gentleman_3;Court Gentleman;;;;;;;;;;;;;x
gentleman_3_desc;This individual has reached the highest levels of service within the Imperial capital and is given priority for high office.;;;;;;;;;;;;;x
drunkard;Drunkard;Ivrogne;Säufer;;Borracho;;;;;;;;;x
drunkard_desc;This character has a tendency to overdo it with alcohol.;Ce personnage est un véritable poivrot.;Dieser Charakter ist völlig versoffen.;;Este personaje es un borrachín.;;;;;;;;;x
temperate;Temperate;Tempéré;Gemäßigt;;Moderado;;;;;;;;;x
temperate_desc;This character practices moderation - a valuable trait in rulers and Stewards.;;;;;;;;;;;;;x
greedy;Greedy;Avare;Gierig;;Avaricioso;;;;;;;;;x
greedy_desc;The character is infamously greedy. Although not a respectable virtue, it does help squeeze out some extra tax income.;;;;;;;;;;;;;x
charitable;Charitable;Charitable;Wohltätig;;Generoso;;;;;;;;;x
charitable_desc;This character is famously charitable. They are often generous and sometimes even self-sacrificing.;;;;;;;;;;;;;x
slothful;Slothful;Paresseux;Faul;;Perezoso;;;;;;;;;x
slothful_desc;This character is shockingly lazy. Beyond ignoring duties, this character may even fail to take of themselves.;;;;;;;;;;;;;x
diligent;Diligent;Travailleur;Fleißig;;Aplicado;;;;;;;;;x
diligent_desc;This character is dutiful and diligent.;;;;;;;;;;;;;x
envious;Envious;Envieux;Neidisch;;Envidioso;;;;;;;;;x
envious_desc;This character is envious and will be jealous of any gain not their own.;;;;;;;;;;;;;x
kind;Kind;Aimable;Gütig;;Amable;;;;;;;;;x
kind_desc;This character is kind and full of empathy, popular with vassals, but a rather poor Spymaster.;;;;;;;;;;;;;x,,
wroth;Wroth;Coléreux;Zornig;;Iracundo;;;;;;;;;x
wroth_desc;This character has a hot temper and tends to lash out at those around them.;;;;;;;;;;;;;x
patient;Patient;Patient;Geduldig;;Paciente;;;;;;;;;x
patient_desc;Patient characters are just a little bit better at almost everything.;;;;;;;;;;;;;x
cynical;Cynical;Cynique;Zynisch;;Cínico;;;;;;;;;x
cynical_desc;This character is cynical of the professed wisdoms of learned people. Cynical characters tend to annoy zealous individuals.;;;;;;;;;;;;;x
zealous;Zealous;Zélé;Eifrig;;Fanático;Fanatismo;;;;;;;;x
zealous_desc;This character burns with passion and loyalty for whichever philosophy or faith guides them.;;;;;;;;;;;;;x
gluttonous;Gluttonous;Glouton;Gefräßig;;Glotón;Avidità;;;;;;;;x
gluttonous_desc;Gluttony has several negative effects, including the enmity of the officialdom as well as members of the opposite sex.;;;;;;;;;;;;;x
lustful;Lustful;Concupiscent;Lüsternd;;Lujurioso;Lussuria;;;;;;;;x
lustful_desc;Lust drives this character and may cause problems out of the marital bed...;;;;;;;;;;;;;x
chaste;Chaste;Chaste;Keusch;;Casto;Castità;;;;;;;;x
chaste_desc;Chaste characters are admired for their virtue and are unlikely to have extramarital affairs.;;;;;;;;;;;;;x
proud;Proud;Orgueilleux;Stolz;;Orgulloso;Orgoglio;;;;;;;;x
proud_desc;Proud characters tend to be ambitious and work hard to increase their Prestige.;;;;;;;;;;;;;x
humble;Humble;Humble;Bescheiden;;Humilde;Umiltà;;;;;;;;x
humble_desc;Humble characters gain [Player.Religion.GetPietyName] whereas the proud gain Prestige. Humble characters tend to dislike prideful ones.;;;;;;;;;;;;;x
back_seat_leader;Leads from the Rear;Meneur depuis l'arrière;;;;;;;;;;;;x
back_seat_leader_desc;This character prefers to lead from the back, so they can get a better overall picture of the battlefield and not risk harm to themself.;Ce personnage préfère commander depuis l'arrière, il peut ainsi avoir une vision plus générale du champ de bataille… et ne pas risquer sa vie;;;;;;;;;;;;x,,
